,Location,Date,Debate,Source,Speaker,Speech,RE
438,"Hofstra University in Hempstead, New York",9/26/16,1,http://www.presidency.ucsb.edu/ws/?pid=118971,TRUMP,"When we have a country that's doing so badly, that's being ripped off by every single country in the world, it's the kind of thinking that our country needs, because everybodyÛÓLester, we have a trade deficit with all of the countries that we do business with, of almost $800 billion a year.",Lester
476,"Hofstra University in Hempstead, New York",9/26/16,1,http://www.presidency.ucsb.edu/ws/?pid=118971,HOLT,Secretary Clinton?,Secretary Clinton
507,"Hofstra University in Hempstead, New York",9/26/16,1,http://www.presidency.ucsb.edu/ws/?pid=118971,HOLT,Mr. Trump?,Mr. Trump
543,"Hofstra University in Hempstead, New York",9/26/16,1,http://www.presidency.ucsb.edu/ws/?pid=118971,TRUMP,And it's politicians like Secretary Clinton that have caused this problem.,Secretary Clinton
555,"Hofstra University in Hempstead, New York",9/26/16,1,http://www.presidency.ucsb.edu/ws/?pid=118971,CLINTON,"And, indeed, I have met a lot of the people who were stiffed by you and your businesses, Donald.",Donald
569,"Hofstra University in Hempstead, New York",9/26/16,1,http://www.presidency.ucsb.edu/ws/?pid=118971,CLINTON,You call yourself the King of Debt.,King of Debt
575,"Hofstra University in Hempstead, New York",9/26/16,1,http://www.presidency.ucsb.edu/ws/?pid=118971,HOLT,Let's let Mr. Trump...,Mr. Trump
583,"Hofstra University in Hempstead, New York",9/26/16,1,http://www.presidency.ucsb.edu/ws/?pid=118971,TRUMP,"And when Secretary Clinton talks about people that didn't get paid, first of all, they did get paid a lot, but taken advantage of the laws of the nation.",Secretary Clinton
606,"Hofstra University in Hempstead, New York",9/26/16,1,http://www.presidency.ucsb.edu/ws/?pid=118971,HOLT,"Secretary Clinton, you get two minutes on this.",Secretary Clinton
627,"Hofstra University in Hempstead, New York",9/26/16,1,http://www.presidency.ucsb.edu/ws/?pid=118971,HOLT,"All right, Mr. Trump, you have two minutes.",Mr. Trump
629,"Hofstra University in Hempstead, New York",9/26/16,1,http://www.presidency.ucsb.edu/ws/?pid=118971,TRUMP,"Well, first of all, Secretary Clinton doesn't want to use a couple of words, and that's law and order.",Secretary Clinton
