,Location,Date,Debate,Source,Speaker,Speech
254,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,It's a disaster.
255,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,Hillary Clinton wanted the wall.
256,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,Hillary Clinton fought for the wall in 2006 or thereabouts.
257,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"Now, she never gets anything done, so naturally the wall wasn't built."
258,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,But Hillary Clinton wanted the wall.
259,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,"Well, let me—wait, wait, sir, let me..."
260,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,We are a country of laws.
261,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,We either have—and by the way...
262,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,"Now, wait."
263,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,I'd like to hear from...
264,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"Well—well, but she said one thing."
265,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,I'd like to hear—I'd like to hear from Secretary Clinton.
266,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,"I voted for border security, and there are..."
267,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,And the wall.
268,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,There are some limited places where that was appropriate.
269,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,There also is necessarily going to be new technology and how best to deploy that.
270,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,"But it is clear, when you look at what Donald has been proposing, he started his campaign bashing immigrants, calling Mexican immigrants rapists and criminals and drug dealers, that he has a very different view about what we should do to deal with immigrants."
271,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,"Now, what I am also arguing is that bringing undocumented immigrants out from the shadows, putting them into the formal economy will be good, because then employers can't exploit them and undercut Americans' wages."
272,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,And Donald knows a lot about this.
273,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,He used undocumented labor to build the Trump Tower.
274,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,"He underpaid undocumented workers, and when they complained, he basically said what a lot of employers do: ""You complain, I'll get you deported."""
275,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,"I want to get everybody out of the shadows, get the economy working, and not let employers like Donald exploit undocumented workers, which hurts them, but also hurts American workers."
276,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,Mr. Trump?
277,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,President Obama has moved millions of people out.
278,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"Nobody knows about it, nobody talks about it."
279,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"But under Obama, millions of people have been moved out of this country."
280,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,They've been deported.
281,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"She doesn't want to say that, but that's what's happened, and that's what happened big league."
282,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,As far as moving these people out and moving—we either have a country or we don't.
283,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,We're a country of laws.
284,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,We either have a border or we don't.
285,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"Now, you can come back in and you can become a citizen."
286,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,But it's very unfair.
287,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,We have millions of people that did it the right way.
288,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,They're on line.
289,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,They're waiting.
290,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"We're going to speed up the process, big league, because it's very inefficient."
291,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,But they're on line and they're waiting to become citizens.
292,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"Very unfair that somebody runs across the border, becomes a citizen, under her plan, you have open borders."
293,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"You would have a disaster on trade, and you will have a disaster with your open borders."
294,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,I want to...
295,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,But what she doesn't say is that President Obama has deported millions and millions of people just the way it is.
296,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,"Secretary Clinton, I want to..."
297,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,We will not have open borders.
298,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,That is...
299,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,"Well, let me—Secretary..."
300,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,That is a rank mischaracterization.
301,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,Secretary Clinton...
302,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,"We will have secure borders, but we'll also have reform."
303,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,And this used to be a bipartisan issue.
304,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,Ronald Reagan was the last president...
305,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,"Secretary Clinton, excuse me."
306,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,Secretary Clinton.
307,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,"... to sign immigration reform, and George W. Bush supported it, as well."
308,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,"Secretary Clinton, I want to clear up your position on this issue, because in a speech you gave to a Brazilian bank, for which you were paid $225,000, we've learned from the WikiLeaks, that you said this, and I want to quote."
309,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,"""My dream is a hemispheric common market with open trade and open borders."""
310,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,So that's the question...
311,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,Thank you.
312,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,That's the question.
313,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,"Please quiet, everybody."
314,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,"Is that your dream, open borders?"
315,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,"Well, if you went on to read the rest of the sentence, I was talking about energy."
316,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,"You know, we trade more energy with our neighbors than we trade with the rest of the world combined."
317,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,"And I do want us to have an electric grid, an energy system that crosses borders."
318,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,I think that would be a great benefit to us.
319,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,But you are very clearly quoting from WikiLeaks.
320,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,And what's really important about WikiLeaks is that the Russian government has engaged in espionage against Americans.
321,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,"They have hacked American websites, American accounts of private people, of institutions."
322,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,Then they have given that information to WikiLeaks for the purpose of putting it on the Internet.
323,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,"This has come from the highest levels of the Russian government, clearly, from Putin himself, in an effort, as 17 of our intelligence agencies have confirmed, to influence our election."
324,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,"So I actually think the most important question of this evening, Chris, is, finally, will Donald Trump admit and condemn that the Russians are doing this and make it clear that he will not have the help of Putin in in this election, that he rejects Russian espionage against Americans, which he actually encouraged in the past?"
325,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,Those are the questions we need answered.
326,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,We've never had anything like this happen in any of our elections before.
327,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,Well?
328,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"That was a great pivot off the fact that she wants open borders, OK?"
329,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,How did we get on to Putin?
330,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,"Hold on—hold on, wait."
331,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,"Hold on, folks."
332,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,Because we—this is going to end up getting out of control.
333,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,Let's try to keep it quiet so—for the candidates and for the American people.
334,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,So just to finish on the borders...
335,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,Yes?
336,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,She wants open borders.
337,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,People are going to pour into our country.
338,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,People are going to come in from Syria.
339,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"She wants 550 percent more people than Barack Obama, and he has thousands and thousands of people."
340,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,They have no idea where they come from.
341,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"And you see, we are going to stop radical Islamic terrorism in this country."
342,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"She won't even mention the words, and neither will President Obama."
343,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"So I just want to tell you, she wants open borders."
344,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,Now we can talk about Putin.
345,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,I don't know Putin.
346,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,He said nice things about me.
347,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"If we got along well, that would be good."
348,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"If Russia and the United States got along well and went after ISIS, that would be good."
349,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,He has no respect for her.
350,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,He has no respect for our president.
351,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"And I'll tell you what: We're in very serious trouble, because we have a country with tremendous numbers of nuclear warheads—1,800, by the way—where they expanded and we didn't, 1,800 nuclear warheads."
352,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,And she's playing chicken.
353,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"Look, Putin..."
354,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,"Wait, but..."
355,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"... from everything I see, has no respect for this person."
356,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,"Well, that's because he'd rather have a puppet as president of the United States."
357,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,No puppet.
358,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,No puppet.
359,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,And it's pretty clear...
360,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,You're the puppet!
361,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,It's pretty clear you won't admit...
362,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"No, you're the puppet."
363,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,"... that the Russians have engaged in cyberattacks against the United States of America, that you encouraged espionage against our people, that you are willing to spout the Putin line, sign up for his wish list, break up NATO, do whatever he wants to do, and that you continue to get help from him, because he has a very clear favorite in this race."
364,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,So I think that this is such an unprecedented situation.
365,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,We've never had a foreign government trying to interfere in our election.
366,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,"We have 17—17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the Kremlin and they are designed to influence our election."
367,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,I find that deeply disturbing.
368,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,Secretary Clinton...
369,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,And I think it's time you take a stand...
370,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"She has no idea whether it's Russia, China, or anybody else."
371,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,I am not quoting myself.
372,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,She has no idea.
373,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,I am quoting 17...
374,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"Hillary, you have no idea."
375,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,... 17 intelligence—do you doubt 17 military and civilian...
376,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,And our country has no idea.
377,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,... agencies.
378,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"Yeah, I doubt it."
379,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,I doubt it.
380,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,"Well, he'd rather believe Vladimir Putin than the military and civilian intelligence professionals who are sworn to protect us."
381,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,I find that just absolutely...[crosstalk]
382,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,She doesn't like Putin because Putin has outsmarted her at every step of the way.
383,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,Mr. Trump...
384,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,Excuse me.
385,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,Putin has outsmarted her in Syria.
386,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,Mr. Trump...[crosstalk]
387,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,He's outsmarted her every step of the way.
388,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,I do get to ask some questions.
389,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"Yes, that's fine."
390,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,And I would like to ask you this direct question.
391,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,The top national security officials of this country do believe that Russia has been behind these hacks.
392,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,"Even if you don't know for sure whether they are, do you condemn any interference by Russia in the American election?"
393,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,By Russia or anybody else.
394,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,You condemn their interference?
395,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,Of course I condemn.
396,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,Of course I—I don't know Putin.
397,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,I have no idea.
398,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,I'm not asking—I'm asking do you condemn?
399,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,I never met Putin.
400,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,This is not my best friend.
401,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"But if the United States got along with Russia, wouldn't be so bad."
402,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"Let me tell you, Putin has outsmarted her and Obama at every single step of the way."
403,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"Whether it's Syria, you name it."
404,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,Missiles.
405,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"Take a look at the ""start up"" that they signed."
406,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"The Russians have said, according to many, many reports, I can't believe they allowed us to do this."
407,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"They create warheads, and we can't."
408,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,The Russians can't believe it.
409,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,She has been outsmarted by Putin.
410,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,And all you have to do is look at the Middle East.
411,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,They've taken over.
412,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,We've spent $6 trillion.
413,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,They've taken over the Middle East.
414,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,She has been outsmarted and outplayed worse than anybody I've ever seen in any government whatsoever.
415,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,"We're a long way away from immigration, but I'm going to let you finish this topic."
416,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,You got about 45 seconds.
417,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,And she always will be.
418,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,I—I find it ironic that he's raising nuclear weapons.
419,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,"This is a person who has been very cavalier, even casual about the use of nuclear weapons."
420,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,He's...
421,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,Wrong.
422,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,"... advocated more countries getting them, Japan, Korea, even Saudi Arabia."
423,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,"He said, well, if we have them, why don't we use them, which I think is terrifying."
424,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,But here's the deal.
425,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,"The bottom line on nuclear weapons is that when the president gives the order, it must be followed."
426,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,There's about four minutes between the order being given and the people responsible for launching nuclear weapons to do so.
427,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,CLINTON,"And that's why 10 people who have had that awesome responsibility have come out and, in an unprecedented way, said they would not trust Donald Trump with the nuclear codes or to have his finger on the nuclear button."
428,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,I have 200 generals...
429,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,Very quickly.
430,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"... and admirals, 21 endorsing me, 21 congressional Medal of Honor recipients."
431,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"As far as Japan and other countries, we are being ripped off by everybody in the—we're defending other countries."
432,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,We are spending a fortune doing it.
433,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,They have the bargain of the century.
434,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"All I said is, we have to renegotiate these agreements, because our country cannot afford to defend Saudi Arabia, Japan, Germany, South Korea, and many other places."
435,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,We cannot continue to afford—she took that as saying nuclear weapons.
436,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,WALLACE,OK.
437,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,"Look, she's been proven to be a liar on so many different ways."
438,University of Nevada in Las Vegas,10/19/16,3,http://www.presidency.ucsb.edu/ws/?pid=119039,TRUMP,This is just another lie.
